"period","year","month","total_ew_sa","compliq_ew_sa","cvl_ew_sa","admin_ew_sa","total_ew_nsa","compliq_ew_nsa","cvl_ew_nsa","admin_ew_nsa","cva_ew_nsa","rec_ew_nsa","mor_ew_nsa","restplan_ew_nsa","tot_rate_ew","compliq_rate_ew","cvl_rate_ew","admin_rate_ew","cva_rate_ew","rec_rate_ew","adcvl_ew_nsa","adcvl_rate_ew","cvl_with_bulk_ew","cvl_with_bulk_rate_ew","total_sc_nsa","compliq_sc_nsa","cvl_sc_nsa","admin_sc_nsa","cva_sc_nsa","rec_sc_nsa","mor_sc_nsa","restplan_sc_nsa","tot_rate_sc","compliq_rate_sc","cvl_rate_sc","admin_rate_sc","cva_rate_sc","rec_rate_sc","adcvl_sc_nsa","adcvl_rate_sc","total_ni_nsa","compliq_ni_nsa","cvl_ni_nsa","admin_ni_nsa","cva_ni_nsa","rec_ni_nsa","mor_ni_nsa","restplan_ni_nsa","tot_rate_ni","compliq_rate_ni","cvl_rate_ni","admin_rate_ni","cva_rate_ni","rec_rate_ni","adcvl_ni_nsa","adcvl_rate_ni"
"2016-12",2016,12,1261,252,875,114,1171,206,848,97,20,0,"[z]","[z]","44.8","8.8","30.8","4.1","1.1","0",31,"1.3",2552,"36",78,43,25,9,1,0,"[z]","[z]","57.1","32.5","15.6","8","0.7","0.3",0,"0.6","[x]","[x]","11","0","2","0","[z]","[z]","[x]","[x]","17.9","6.3","5.7","0.8","0","2.8"
"2017-01",2017,1,1275,248,881,115,1324,300,871,122,31,0,"[z]","[z]","44.9","8.8","30.9","4.2","1","0",36,"1.3",871,"36",53,30,13,10,0,0,"[z]","[z]","55.4","31.4","15.2","8","0.7","0.2",0,"0.5","[x]","[x]","5","4","4","0","[z]","[z]","[x]","[x]","17.8","6.9","6.3","0.8","1","3"
"2017-02",2017,2,1343,245,942,130,1363,283,920,134,26,0,"[z]","[z]","45.2","8.8","31","4.2","1","0",43,"1.4",920,"36.2",59,27,26,6,0,0,"[z]","[z]","54.4","30.6","15.2","7.8","0.7","0.2",2,"0.5","[x]","[x]","4","2","1","1","[z]","[z]","[x]","[x]","16.9","6","6.2","1","5","3.8"
"2017-03",2017,3,1284,219,930,106,1471,239,1084,119,29,0,"[z]","[z]","45.5","8.8","31.4","4.2","1.1","0",47,"1.5",1084,"36.5",64,35,22,6,1,0,"[z]","[z]","52.5","29.5","14.7","7.6","0.5","0.2",1,"0.5","[x]","[x]","10","0","4","0","[z]","[z]","[x]","[x]","17","5","6","1","1","3.6"
"2017-04",2017,4,1330,223,974,107,1239,179,932,102,25,1,"[z]","[z]","45.2","8.6","31.4","4.2","1","0",30,"1.4",932,"36.5",65,36,23,6,0,0,"[z]","[z]","50.5","28.3","14.2","7.4","0.5","0.2",0,"0.5","[x]","[x]","7","0","3","0","[z]","[z]","[x]","[x]","16.7","4.6","6.6","1","1","3.6"
"2017-05",2017,5,1081,266,677,111,1087,256,691,113,26,1,"[z]","[z]","44.7","8.7","30.8","4.1","1","0",22,"1.4",691,"35.9",83,40,27,11,0,5,"[z]","[z]","49.2","27.4","14.1","7.1","0.3","0.4",2,"0.5","[x]","[x]","5","0","1","0","[z]","[z]","[x]","[x]","14.8","3.6","6.5","1","3","3.8"
"2017-06",2017,6,1108,209,752,113,1173,235,789,115,34,0,"[z]","[z]","44.2","8.7","30.4","4.1","1","0",36,"1.3",807,"35.5",78,43,28,7,0,0,"[z]","[z]","48.1","26.8","14","6.8","0.2","0.3",2,"0.6","[x]","[x]","7","0","2","0","[z]","[z]","[x]","[x]","14.9","3.1","6.5","0.6","1","3.3"
"2017-07",2017,7,1243,271,858,88,1168,246,818,78,26,0,"[z]","[z]","44.1","8.8","30.4","4","0.9","0",36,"1.3",2070,"39.2",69,43,21,5,0,0,"[z]","[z]","47.8","26.4","14.2","6.6","0.2","0.3",3,"0.7","[x]","[x]","4","0","1","0","[z]","[z]","[x]","[x]","14.5","3.1","6.1","0.2","2","3.3"
"2017-08",2017,8,1143,218,793,104,1050,158,762,102,28,0,"[z]","[z]","43.9","8.7","30.2","4","1","0",37,"1.3",977,"39.6",57,43,7,7,0,0,"[z]","[z]","45.8","25.9","13.4","6","0.2","0.3",3,"0.9","[x]","[x]","7","2","2","0","[z]","[z]","[x]","[x]","15","2.7","5.6","0.2","3","3.9"
"2017-09",2017,9,1256,240,871,117,1282,243,893,118,28,0,"[z]","[z]","43.7","8.6","30.1","4","1","0",43,"1.3",1106,"40.1",100,64,27,9,0,0,"[z]","[z]","46.2","26.4","13.9","5.5","0.2","0.3",2,"0.9","[x]","[x]","3","1","2","0","[z]","[z]","[x]","[x]","14.9","2.3","6","0.2","1","3.9"
"2017-10",2017,10,1074,214,742,104,1044,241,681,108,14,0,"[z]","[z]","43.1","8.4","29.8","3.9","0.9","0",26,"1.2",876,"40.4",80,45,26,9,0,0,"[z]","[z]","46.7","26.5","14.5","5.4","0.2","0.3",0,"0.8","[x]","[x]","7","2","3","0","[z]","[z]","[x]","[x]","15","2.3","5.8","0.2","1","3.8"
"2017-11",2017,11,1161,176,860,101,1208,189,888,107,24,0,"[z]","[z]","42.6","8.1","29.7","3.8","0.9","0",29,"1.2",1355,"41.6",82,49,24,8,1,0,"[z]","[z]","45.8","26.3","14.2","4.9","0.2","0.3",0,"0.8","[x]","[x]","8","2","1","0","[z]","[z]","[x]","[x]","14.9","2.5","5","0.2","0","3.6"
"2017-12",2017,12,1270,219,915,119,1161,179,867,98,17,0,"[z]","[z]","42.4","8","29.7","3.8","0.9","0",47,"1.3",1193,"37.5",64,26,36,1,1,0,"[z]","[z]","44.9","25.3","14.7","4.5","0.2","0.3",1,"0.8","[x]","[x]","2","0","3","0","[z]","[z]","[x]","[x]","13.1","2.5","5.1","0.2","0","3.6"
"2018-01",2018,1,1310,205,937,116,1428,263,979,134,52,0,"[z]","[z]","42.6","7.9","29.9","3.9","1","0",45,"1.3",1105,"38.1",73,43,24,5,1,0,"[z]","[z]","45.8","25.9","15.2","4.2","0.2","0.3",1,"0.9","[x]","[x]","2","1","4","0","[z]","[z]","[x]","[x]","12.5","1.9","5.1","0.2","0","3.4"
"2018-02",2018,2,1353,269,941,119,1348,304,899,121,23,1,"[z]","[z]","42.5","7.9","29.8","3.8","0.9","0",52,"1.3",1254,"38.9",78,43,33,2,0,0,"[z]","[z]","46.6","26.6","15.6","4","0.2","0.3",2,"0.9","[x]","[x]","6","2","2","0","[z]","[z]","[x]","[x]","12.8","1.9","5.3","0","1","2.6"
"2018-03",2018,3,1263,238,878,120,1297,210,929,131,27,0,"[z]","[z]","41.8","7.8","29.3","3.8","0.9","0",34,"1.3",929,"38.4",86,46,35,4,0,1,"[z]","[z]","47.6","27.1","16.2","3.9","0.2","0.3",1,"0.9","[x]","[x]","6","5","0","0","[z]","[z]","[x]","[x]","12","2.8","4.5","0","1","2.6"
"2018-04",2018,4,1190,236,806,115,1209,219,841,116,33,0,"[z]","[z]","41.6","7.9","28.9","3.9","1","0",36,"1.3",841,"38",77,48,23,6,0,0,"[z]","[z]","48.1","27.6","16.1","3.8","0.2","0.3",2,"1","[x]","[x]","10","1","5","0","[z]","[z]","[x]","[x]","12.5","3","4.9","0","0","2.4"
"2018-05",2018,5,1342,232,980,104,1343,228,986,103,26,0,"[z]","[z]","42.3","7.8","29.7","3.8","1","0",45,"1.3",1064,"39",100,56,39,4,1,0,"[z]","[z]","48.8","28.4","16.7","3.5","0.2","0.1",1,"0.9","[x]","[x]","10","1","3","0","[z]","[z]","[x]","[x]","13.4","3.2","5.2","0","1","2"
"2018-06",2018,6,1395,285,945,129,1419,301,959,123,36,0,"[z]","[z]","42.8","8","30.1","3.8","1","0",34,"1.3",973,"39.4",89,51,31,4,0,3,"[z]","[z]","49.2","28.7","16.8","3.3","0.2","0.2",0,"0.8","[x]","[x]","10","0","4","0","[z]","[z]","[x]","[x]","13.9","3.1","5.6","0","2","2.2"
"2018-07",2018,7,1430,207,1028,167,1388,203,1008,149,28,0,"[z]","[z]","43.4","7.8","30.5","4","1","0",52,"1.4",1008,"36.2",76,32,36,5,3,0,"[z]","[z]","49.5","28.1","17.5","3.3","0.4","0.2",0,"0.7","[x]","[x]","8","1","2","0","[z]","[z]","[x]","[x]","14.5","3.3","5.7","0","1","2"
"2018-08",2018,8,1546,380,1020,110,1429,291,991,111,36,0,"[z]","[z]","44.3","8.2","31.1","4","1","0",38,"1.4",991,"36.2",81,44,31,6,0,0,"[z]","[z]","50.6","28","18.7","3.2","0.4","0.2",6,"0.8","[x]","[x]","9","1","1","0","[z]","[z]","[x]","[x]","14.8","3.1","5.5","0","1","1.6"
"2018-09",2018,9,1412,253,1008,120,1402,247,1006,118,31,0,"[z]","[z]","44.5","8.2","31.3","4","1","0",32,"1.3",1006,"35.8",75,40,29,6,0,0,"[z]","[z]","49.1","26.7","18.8","3.1","0.4","0.2",2,"0.8","[x]","[x]","6","4","1","1","[z]","[z]","[x]","[x]","15.3","3.6","5.3","0.2","0","1.5"
"2018-10",2018,10,1337,274,925,108,1357,332,877,118,30,0,"[z]","[z]","45.3","8.4","31.8","4","1","0",28,"1.3",877,"35.7",76,43,26,5,1,1,"[z]","[z]","48.8","26.6","18.7","2.9","0.4","0.3",2,"0.9","[x]","[x]","11","1","1","0","[z]","[z]","[x]","[x]","16","3.4","4.9","0.2","0","1.3"
"2018-11",2018,11,1321,240,929,132,1378,262,959,137,20,0,"[z]","[z]","45.6","8.6","31.9","4.1","1","0",33,"1.3",960,"34.4",81,35,27,19,0,0,"[z]","[z]","48.6","25.8","18.8","3.4","0.4","0.3",0,"0.9","[x]","[x]","10","2","3","0","[z]","[z]","[x]","[x]","16.3","3.4","5.2","0.2","0","1.3"
"2018-12",2018,12,1153,269,743,125,1053,228,706,103,16,0,"[z]","[z]","45.1","8.7","31.3","4.1","1","0",28,"1.3",1481,"35.1",88,49,30,9,0,0,"[z]","[z]","49.6","26.8","18.4","3.8","0.3","0.3",0,"0.9","[x]","[x]","5","5","1","0","[z]","[z]","[x]","[x]","16.7","4.3","4.8","0.2","0","1.3"
"2019-01",2019,1,1565,245,1108,170,1724,317,1169,196,42,0,"[z]","[z]","45.8","8.8","31.8","4.3","1","0",56,"1.3",1170,"35.2",87,57,24,6,0,0,"[z]","[z]","50.2","27.5","18.4","3.8","0.3","0.3",1,"0.9","16","7","7","2","0","0","[z]","[z]","[x]","[x]","17.5","4.5","4.1","0.2","1","1.4"
"2019-02",2019,2,1249,239,863,124,1213,259,806,125,23,0,"[z]","[z]","45.3","8.7","31.4","4.3","1","0",46,"1.3",806,"33.8",91,51,22,18,0,0,"[z]","[z]","50.7","27.8","17.8","4.6","0.3","0.3",1,"0.8","19","9","10","0","0","0","[z]","[z]","[x]","[x]","18.1","4.1","3.7","0.2","0","1.2"
"2019-03",2019,3,1509,253,1062,165,1580,237,1139,175,29,0,"[z]","[z]","45.9","8.7","31.9","4.4","1","0",43,"1.3",1139,"34.3",96,68,22,6,0,0,"[z]","[z]","51.1","28.8","17.1","4.7","0.3","0.2",0,"0.8","31","25","6","0","0","0","[z]","[z]","[x]","[x]","18","3.2","3.7","0.2","1","1.2"
"2019-04",2019,4,1459,286,1013,134,1426,234,1021,145,26,0,"[z]","[z]","46.4","8.7","32.3","4.4","1","0",24,"1.3",1021,"34.7",102,66,31,5,0,0,"[z]","[z]","52.1","29.6","17.4","4.7","0.3","0.2",0,"0.7","19","3","10","2","4","0","[z]","[z]","[x]","[x]","17.9","3.3","3.5","0.2","0","1.2"
"2019-05",2019,5,1364,280,953,100,1348,272,950,95,31,0,"[z]","[z]","46.2","8.8","32.1","4.4","1","0",45,"1.3",950,"34.2",78,50,21,7,0,0,"[z]","[z]","50.9","29.2","16.5","4.8","0.2","0.2",3,"0.7","40","35","4","0","1","0","[z]","[z]","[x]","[x]","16.8","3.2","3.2","0.2","0","1.1"
"2019-06",2019,6,1508,277,1025,171,1465,274,1007,149,35,0,"[z]","[z]","46.2","8.7","32.1","4.5","1","0",51,"1.3",1007,"34.2",67,45,20,2,0,0,"[z]","[z]","49.6","28.8","15.9","4.7","0.2","0",2,"0.8","29","16","7","3","3","0","[z]","[z]","[x]","[x]","16.2","3.7","3","0.2","0","0.7"
"2019-07",2019,7,1432,243,991,159,1439,249,1005,146,39,0,"[z]","[z]","46.2","8.8","32","4.4","1","0",38,"1.3",1005,"34.1",96,45,38,11,0,2,"[z]","[z]","50.5","29.4","15.9","5","0","0.1",1,"0.9","21","12","7","0","2","0","[z]","[z]","[x]","[x]","15.9","3.5","2.9","0.2","0","0.5"
"2019-08",2019,8,1479,255,1013,181,1365,195,963,177,30,0,"[z]","[z]","45.8","8.5","31.8","4.6","1","0",44,"1.3",963,"33.9",76,47,26,3,0,0,"[z]","[z]","50.1","29.5","15.6","4.8","0","0.1",1,"0.6","22","5","14","2","1","0","[z]","[z]","[x]","[x]","16.7","3.6","2.9","0.2","3","0.9"
"2019-09",2019,9,1479,231,1071,154,1509,228,1099,159,22,1,"[z]","[z]","46","8.4","31.9","4.7","0.9","0",49,"1.3",1099,"34",76,43,28,4,1,0,"[z]","[z]","50","29.5","15.5","4.7","0.1","0.1",0,"0.5","36","28","6","1","1","0","[z]","[z]","[x]","[x]","16.6","3.1","2.9","0","1","1"
"2019-10",2019,10,1465,193,1090,146,1477,237,1045,159,36,0,"[z]","[z]","46.1","8.1","32.3","4.8","0.9","0",63,"1.4",1045,"34.4",81,55,20,6,0,0,"[z]","[z]","50.1","30","15.2","4.7","0","0.1",0,"0.4","51","39","5","6","1","0","[z]","[z]","[x]","[x]","15.5","3.9","2.9","0","2","1.4"
"2019-11",2019,11,1496,252,1071,152,1505,270,1064,150,21,0,"[z]","[z]","46.3","8.1","32.4","4.8","0.9","0",36,"1.4",1064,"34.5",86,56,24,6,0,0,"[z]","[z]","50.2","31","15","4.1","0","0.1",0,"0.4","31","22","6","3","0","0","[z]","[z]","[x]","[x]","14.7","4.1","2.4","0","0","1.4"
"2019-12",2019,12,1165,188,796,160,1119,170,788,140,21,0,"[z]","[z]","46.4","7.9","32.6","4.9","1","0",35,"1.4",788,"32.6",89,47,35,7,0,0,"[z]","[z]","50.1","30.8","15.2","4","0","0.1",1,"0.5","32","18","8","2","4","0","[z]","[z]","[x]","[x]","15.2","3.5","2.9","0","1","1.5"
"2020-01",2020,1,1379,234,962,151,1502,295,1006,169,32,0,"[z]","[z]","45.6","7.9","32","4.8","0.9","0",48,"1.4",1006,"32",72,45,20,6,1,0,"[z]","[z]","49.2","30.1","15","3.9","0.1","0.1",1,"0.5","26","21","3","0","2","0","[z]","[z]","59.9","39.1","14.4","3.2","3.2","0","0","1.3"
"2020-02",2020,2,1425,231,1026,148,1345,231,947,147,19,1,"[z]","[z]","45.9","7.8","32.3","4.9","0.9","0",44,"1.4",947,"32.3",85,44,35,6,0,0,"[z]","[z]","48.8","29.7","15.6","3.4","0.1","0.1",1,"0.5","27","18","6","0","2","1","[z]","[z]","60.9","40.4","13.7","3.2","3.5","0.2","0","1.3"
"2020-03",2020,3,1133,187,813,115,1231,175,907,131,18,0,"[z]","[z]","44.8","7.6","31.6","4.7","0.9","0",27,"1.3",907,"31.6",76,47,21,8,0,0,"[z]","[z]","47.7","28.6","15.5","3.4","0.1","0.1",0,"0.5","30","12","11","4","3","0","[z]","[z]","60.5","38","14.5","3.8","4","0.2","0","1.2"
"2020-04",2020,4,1210,126,933,129,1199,100,933,144,21,1,"[z]","[z]","44","7.2","31.3","4.7","0.9","0",40,"1.4",933,"31.3",46,17,24,4,1,0,"[z]","[z]","45","26.2","15.1","3.4","0.1","0.1",2,"0.6","3","0","1","0","2","0","[z]","[z]","57.5","37.4","12.9","3.5","3.6","0.2","1","1.3"
"2020-05",2020,5,1032,39,853,128,944,32,790,110,12,0,"[z]","[z]","42.9","6.5","30.8","4.7","0.8","0",64,"1.4",790,"30.8",34,10,15,6,3,0,"[z]","[z]","42.7","24.2","14.8","3.3","0.3","0.1",2,"0.5","5","0","2","1","2","0","[z]","[z]","51.6","31.5","12.5","3.6","3.8","0.2","1","1.5"
"2020-06",2020,6,719,70,527,108,741,70,557,100,14,0,"0","0","40.8","6","29.5","4.6","0.8","0",36,"1.4",557,"29.5",46,21,19,6,0,0,"0","0","41.6","23","14.7","3.5","0.3","0.1",1,"0.5","9","0","7","1","1","0","0","0","48.1","28.7","12.5","3.3","3.4","0.2","1","1.6"
"2020-07",2020,7,976,171,587,201,964,175,590,182,17,0,"1","0","39.4","5.8","28.3","4.7","0.7","0",41,"1.4",590,"28.3",53,21,28,4,0,0,"0","0","39.5","21.8","14.2","3.2","0.3","0",0,"0.4","10","1","7","1","1","0","0","0","46.1","26.8","12.4","3.4","3.3","0.2","1","1.8"
"2020-08",2020,8,860,105,626,113,789,79,585,109,15,1,"0","0","37.7","5.4","27.2","4.5","0.7","0",43,"1.4",585,"27.2",43,18,21,3,1,0,"0","0","37.7","20.3","13.9","3.2","0.3","0",0,"0.4","4","0","2","2","0","0","0","0","43","25.9","10.4","3.4","3.1","0.2","0","1.3"
"2020-09",2020,9,899,51,715,102,928,49,739,109,31,0,"1","1","36","4.9","26.1","4.3","0.7","0",38,"1.4",739,"26.1",43,12,22,9,0,0,"0","0","36","18.8","13.6","3.4","0.3","0",3,"0.5","10","0","7","1","2","0","0","0","38.6","21.2","10.5","3.4","3.2","0.2","1","1.3"
"2020-10",2020,10,886,59,709,97,863,67,672,103,21,0,"0","0","34.2","4.5","25","4.2","0.6","0",47,"1.3",672,"25",42,10,26,5,0,1,"0","0","34","16.6","13.8","3.3","0.3","0",1,"0.6","8","1","5","0","2","0","0","0","31.5","15","10.5","2.4","3.4","0.2","2","1.3"
"2020-11",2020,11,889,35,766,73,890,37,765,73,15,0,"2","1","32.4","3.8","24.1","3.9","0.6","0",49,"1.3",765,"24.1",46,13,26,7,0,0,"0","0","32","14.5","13.8","3.4","0.3","0",1,"0.6","7","0","5","1","1","0","0","0","27.5","11.4","10.3","2.1","3.5","0.2","3","1.8"
"2020-12",2020,12,1222,46,969,162,1234,43,996,150,45,0,"0","0","32.5","3.5","24.4","3.9","0.7","0",88,"1.5",996,"24.4",57,21,25,11,0,0,"0","0","30.4","13.2","13.3","3.5","0.3","0",1,"0.6","9","1","5","0","3","0","0","0","23.6","8.6","9.7","1.8","3.4","0.2","1","1.8"
"2021-01",2021,1,792,45,649,77,758,51,613,73,21,0,"0","3","30.4","2.8","23.3","3.7","0.6","0",50,"1.5",613,"23.3",23,12,11,0,0,0,"0","0","27.9","11.6","12.8","3.2","0.2","0",4,"0.8","3","2","1","0","0","0","0","0","19.9","5.6","9.4","1.7","3","0.2","0","1.7"
"2021-02",2021,2,754,37,654,57,685,33,590,56,6,0,"0","0","28.5","2.3","22.2","3.4","0.6","0",48,"1.5",590,"22.2",26,7,16,2,1,0,"0","0","25.1","9.8","11.9","3","0.3","0",0,"0.7","5","0","5","0","0","0","0","0","16.3","2.7","9.2","1.7","2.7","0","0","1.7"
"2021-03",2021,3,907,34,801,62,999,33,882,74,10,0,"0","0","27.8","1.9","22","3.2","0.6","0",63,"1.5",882,"22",43,11,27,4,1,0,"0","2","23.4","8.1","12.1","2.8","0.3","0",2,"0.8","7","0","5","1","1","0","0","0","12.6","0.8","8.2","1.3","2.4","0","0","1.7"
"2021-04",2021,4,893,37,785,66,925,30,815,75,5,0,"0","1","26.9","1.8","21.5","3","0.5","0",32,"1.5",815,"21.5",38,9,28,1,0,0,"0","0","22.9","7.7","12.3","2.7","0.3","0",1,"0.7","5","3","2","0","0","0","0","0","12.8","1.2","8.3","1.2","2","0","0","1.6"
"2021-05",2021,5,1094,38,998,51,1012,34,928,43,6,1,"0","3","26.8","1.7","21.7","2.9","0.5","0",45,"1.4",928,"21.7",51,8,37,5,1,0,"0","0","23.6","7.5","13.2","2.6","0.2","0",1,"0.7","7","1","6","0","0","0","0","0","13","1.4","8.8","1.1","1.7","0","0","1.4"
"2021-06",2021,6,1143,35,1050,44,1206,37,1116,39,14,0,"1","0","27.8","1.7","23","2.7","0.5","0",48,"1.5",1116,"23",76,14,61,1,0,0,"0","0","24.9","7.2","15.1","2.4","0.2","0",0,"0.6","11","1","9","1","0","0","0","0","13.2","1.5","9.1","1.1","1.5","0","0","1.2"
"2021-07",2021,7,1129,43,1033,47,1096,44,1006,40,6,0,"8","0","28","1.3","23.9","2.3","0.5","0",23,"1.4",1006,"23.9",72,14,54,4,0,0,"0","0","25.7","6.8","16.2","2.4","0.2","0",1,"0.7","14","1","12","0","1","0","0","0","13.8","1.5","9.8","0.9","1.5","0","0","1.1"
"2021-08",2021,8,1366,46,1263,55,1347,38,1252,55,2,0,"0","0","29.2","1.2","25.4","2.2","0.4","0",50,"1.4",1252,"25.4",89,11,76,2,0,0,"0","0","27.7","6.5","18.7","2.3","0.1","0",0,"0.7","9","1","8","0","0","0","0","0","14.5","1.7","10.7","0.6","1.5","0","0","1.1"
"2021-09",2021,9,1449,32,1327,78,1453,32,1328,81,12,0,"1","0","30.4","1.2","26.7","2.1","0.4","0",44,"1.4",1328,"26.7",70,8,52,10,0,0,"0","0","28.9","6.3","20","2.4","0.1","0",1,"0.6","11","0","9","1","1","0","0","0","14.6","1.7","10.9","0.6","1.4","0","0","0.9"
"2021-10",2021,10,1485,47,1328,94,1410,53,1246,95,16,0,"1","0","31.6","1.1","28","2.1","0.4","0",29,"1.4",1246,"28",67,11,54,2,0,0,"0","0","30","6.3","21.3","2.2","0.1","0",0,"0.5","14","1","12","1","0","0","0","0","15.4","1.7","11.9","0.8","1.1","0","0","0.6"
"2021-11",2021,11,1592,44,1451,87,1676,54,1519,93,10,0,"0","1","33.4","1.2","29.8","2.1","0.4","0",23,"1.3",1519,"29.8",104,21,76,7,0,0,"0","0","32.6","6.7","23.6","2.2","0.1","0",1,"0.5","9","2","6","1","0","0","0","0","15.6","2","12","0.8","0.9","0","0","0.2"
"2021-12",2021,12,1455,55,1315,78,1490,52,1359,72,7,0,"0","0","34","1.2","30.6","1.9","0.3","0",24,"1.2",1359,"30.6",93,17,73,3,0,0,"0","0","34.2","6.5","25.7","1.9","0.1","0",2,"0.6","9","7","0","1","1","0","0","0","15.6","2.8","11.2","0.9","0.6","0","0","0"
"2022-01",2022,1,1667,111,1464,79,1567,124,1359,71,13,0,"0","0","35.9","1.4","32.3","1.9","0.3","0",24,"1.1",1359,"32.3",51,14,34,3,0,0,"0","0","35.5","6.6","26.7","2","0.1","0",1,"0.5","18","2","12","0","3","1","0","0","17.7","2.8","12.8","0.9","1","0.1","0","0"
"2022-02",2022,2,1664,92,1459,110,1518,77,1329,109,3,0,"18","0","37.8","1.5","34","2","0.3","0",22,"1",1329,"34",73,10,60,3,0,0,"0","0","37.6","6.7","28.7","2","0.1","0",1,"0.5","18","10","4","4","0","0","0","0","19.6","4.3","12.6","1.5","1","0.1","0","0"
"2022-03",2022,3,1860,143,1600,108,2120,140,1842,129,9,0,"3","0","40.4","1.7","36.3","2.2","0.2","0",17,"0.9",1842,"36.3",86,9,71,6,0,0,"0","0","39.5","6.6","30.7","2.1","0","0",0,"0.4","20","7","12","1","0","0","0","0","21.4","5.3","13.6","1.5","0.9","0.1","1","0.1"
"2022-04",2022,4,2048,118,1817,103,1988,94,1771,113,10,0,"2","1","42.9","1.9","38.5","2.3","0.3","0",39,"0.9",1771,"38.5",92,17,73,1,1,0,"0","0","41.9","7","32.7","2.1","0.1","0",0,"0.4","13","6","4","2","1","0","0","0","22.6","5.7","13.9","1.8","1","0.1","0","0.1"
"2022-05",2022,5,1865,158,1602,91,1825,142,1585,84,14,0,"0","0","44.8","2.1","40","2.3","0.3","0",20,"0.9",1585,"40",93,19,68,6,0,0,"0","0","43.8","7.5","34.1","2.2","0","0",2,"0.4","20","3","17","0","0","0","0","0","24.4","6","15.4","1.8","1","0.1","0","0.1"
"2022-06",2022,6,1616,144,1364,99,1699,148,1452,90,8,1,"1","0","45.8","2.4","40.7","2.5","0.3","0",20,"0.8",1452,"40.7",75,8,66,1,0,0,"0","0","43.7","7.2","34.3","2.2","0","0",0,"0.4","25","11","12","0","2","0","0","0","26.3","7.5","15.8","1.6","1.3","0.1","1","0.3"
"2022-07",2022,7,1933,138,1696,94,1830,137,1607,81,5,0,"0","0","47.5","2.6","42.1","2.6","0.3","0",22,"0.8",1607,"42.1",69,15,54,0,0,0,"0","0","43.5","7.2","34.2","2","0","0",1,"0.4","14","1","10","3","0","0","0","0","26.2","7.4","15.4","2","1.2","0.1","0","0.3"
"2022-08",2022,8,1878,175,1580,110,1941,152,1660,116,13,0,"1","0","48.8","2.9","42.9","2.7","0.3","0",23,"0.7",1660,"42.9",106,38,65,3,0,0,"0","0","44.2","8.4","33.7","2","0","0",1,"0.5","14","2","10","1","1","0","0","0","26.9","7.6","15.7","2.2","1.3","0.1","0","0.3"
"2022-09",2022,9,1719,223,1403,82,1692,220,1376,85,11,0,"0","1","49.2","3.3","43","2.7","0.3","0",24,"0.7",1376,"43",103,25,69,8,1,0,"0","0","45.6","9.2","34.4","1.9","0.1","0",5,"0.6","22","2","18","0","2","0","0","0","28.4","7.8","16.9","2","1.4","0.1","0","0.3"
"2022-10",2022,10,1987,224,1652,106,1956,252,1592,107,5,0,"0","0","50.4","3.8","43.7","2.7","0.3","0",16,"0.6",1592,"43.7",82,19,55,8,0,0,"0","0","46.1","9.5","34.3","2.2","0.1","0",1,"0.7","15","0","12","3","0","0","0","0","28.4","7.6","16.9","2.3","1.4","0.1","1","0.4"
"2022-11",2022,11,1869,238,1499,122,2033,297,1592,134,10,0,"0","0","51.1","4.3","43.7","2.8","0.3","0",18,"0.6",1592,"43.7",118,42,72,3,1,0,"0","0","46.7","10.4","34.1","2","0.1","0",1,"0.7","20","2","16","0","2","0","0","0","29.9","7.6","18.2","2.2","1.7","0.1","0","0.4"
"2022-12",2022,12,2029,205,1686,128,1964,186,1656,112,10,0,"0","0","52.1","4.6","44.3","2.9","0.3","0",20,"0.6",1656,"44.3",114,22,85,7,0,0,"0","0","47.5","10.7","34.6","2.2","0.1","0",0,"0.6","15","2","11","2","0","0","0","0","30.6","6.9","19.8","2.3","1.6","0.1","0","0.4"
"2023-01",2023,1,1772,183,1480,95,1685,204,1381,86,14,0,"2","1","52.3","4.8","44.3","2.9","0.3","0",21,"0.6",1381,"44.3",109,53,54,2,0,0,"0","0","50","12.4","35.4","2.1","0.1","0",0,"0.5","14","1","9","0","4","0","0","0","30","6.7","19.3","2.3","1.7","0","2","0.7"
"2023-02",2023,2,1968,200,1649,107,1802,162,1520,108,12,0,"0","0","52.8","5","44.6","2.9","0.3","0",19,"0.6",1520,"44.6",86,22,61,3,0,0,"0","0","50.5","12.9","35.4","2.1","0.1","0",2,"0.6","13","1","10","0","2","0","0","0","29.2","5.4","20.1","1.7","2","0","0","0.7"
"2023-03",2023,3,2198,299,1766,120,2470,302,2010,145,13,0,"0","7","53.5","5.4","44.9","2.9","0.3","0",26,"0.6",2010,"44.9",104,40,61,2,0,1,"0","0","51.2","14.2","34.8","2","0.1","0",1,"0.6","13","2","9","2","0","0","0","0","28.1","4.7","19.6","1.8","2","0","0","0.6"
"2023-04",2023,4,1800,231,1440,117,1685,187,1364,122,12,0,"1","1","52.6","5.6","43.8","3","0.3","0",7,"0.5",1364,"43.8",114,41,64,9,0,0,"0","0","52.1","15.3","34.4","2.3","0.1","0",0,"0.6","9","2","5","2","0","0","0","0","27.4","4.1","19.6","1.8","1.8","0","0","0.6"
"2023-05",2023,5,2479,207,2088,154,2550,194,2175,151,30,0,"1","0","54.2","5.7","45","3.1","0.3","0",16,"0.5",2175,"45",97,35,57,5,0,0,"0","0","52.1","15.9","33.8","2.3","0.1","0",0,"0.5","11","2","8","0","1","0","0","0","26","3.9","18.3","1.8","2","0","0","0.6"
